Título,...2,...3,...4,...5,...6
P: ¿Hace 5 años vivía en este distrito?,,,,,
Área Geográfica,,,,,
Toda la Base de Datos,,,,,
,,,,,
,Código,Distrito,Aún no había nacido,"Sí, vivía hace 5 años en este distrito",No vivía hace 5 años en este distrito
,150129,"Lima, Lima, distrito: San Bartolo",562,5208,1712
,150130,"Lima, Lima, distrito: San Borja",5277,82510,25460
,150131,"Lima, Lima, distrito: San Isidro",2691,39961,18083
,150132,"Lima, Lima, distrito: San Juan de Lurigancho",83236,834315,120944
,150133,"Lima, Lima, distrito: San Juan de Miraflores",23949,293027,38243
,150134,"Lima, Lima, distrito: San Luis",2852,38835,10395
,150135,"Lima, Lima, distrito: San Martín de Porres",45356,499826,108901
,150136,"Lima, Lima, distrito: San Miguel",8531,108001,38852
,150137,"Lima, Lima, distrito: Santa Anita",14702,148160,33352
,150138,"Lima, Lima, distrito: Santa María del Mar",70,721,208
,150139,"Lima, Lima, distrito: Santa Rosa",2922,16801,8140
,150140,"Lima, Lima, distrito: Santiago de Surco",16708,245682,66762
,150141,"Lima, Lima, distrito: Surquillo",4758,65165,21100
,150142,"Lima, Lima, distrito: Villa el Salvador",30365,325938,36951
,150143,"Lima, Lima, distrito: Villa María del Triunfo",31122,327101,40210
,150201,"Lima, Barranca, distrito: Barranca",5623,56056,6645
,150202,"Lima, Barranca, distrito: Paramonga",1543,18457,1453
,150203,"Lima, Barranca, distrito: Pativilca",1593,14400,1438
,150204,"Lima, Barranca, distrito: Supe",2309,19268,2741
,150205,"Lima, Barranca, distrito: Supe Puerto",1142,9986,1727
,150301,"Lima, Cajatambo, distrito: Cajatambo",132,1773,177
,150302,"Lima, Cajatambo, distrito: Copa",68,758,32
,150303,"Lima, Cajatambo, distrito: Gorgor",167,1434,71
,150304,"Lima, Cajatambo, distrito: Huancapon",59,862,63
,150305,"Lima, Cajatambo, distrito: Manas",69,805,89
,150401,"Lima, Canta, distrito: Canta",155,1976,254
,150402,"Lima, Canta, distrito: Arahuay",29,501,66
,150403,"Lima, Canta, distrito: Huamantanga",39,558,89
,150404,"Lima, Canta, distrito: Huaros",63,641,56
,150405,"Lima, Canta, distrito: Lachaqui",29,772,55
,150406,"Lima, Canta, distrito: San Buenaventura",27,488,40
,150407,"Lima, Canta, distrito: Santa Rosa de Quives",509,4588,613
,150501,"Lima, Cañete, distrito: San Vicente de Cañete",4722,43326,6727
,150502,"Lima, Cañete, distrito: Asia",1060,7605,1119
,150503,"Lima, Cañete, distrito: Calango",160,1916,193
,150504,"Lima, Cañete, distrito: Cerro Azul",821,6468,1039
,150505,"Lima, Cañete, distrito: Chilca",2097,16200,3276
,150506,"Lima, Cañete, distrito: Coayllo",77,817,149
,150507,"Lima, Cañete, distrito: Imperial",3679,32331,2915
,150508,"Lima, Cañete, distrito: Lunahuana",254,3651,488
,150509,"Lima, Cañete, distrito: Mala",2928,26762,3027
,150510,"Lima, Cañete, distrito: Nuevo Imperial",2391,20309,3533
,150511,"Lima, Cañete, distrito: Pacaran",158,1369,159
,150512,"Lima, Cañete, distrito: Quilmana",1710,12784,1597
,150513,"Lima, Cañete, distrito: San Antonio",366,3372,605
,150514,"Lima, Cañete, distrito: San Luis",1232,11002,1202
,150515,"Lima, Cañete, distrito: Santa Cruz de Flores",264,2454,385
,150516,"Lima, Cañete, distrito: Zúñiga",97,1052,165
,150601,"Lima, Huaral, distrito: Huaral",7945,84444,7526
,150602,"Lima, Huaral, distrito: Atavillos Alto",38,586,63
,150603,"Lima, Huaral, distrito: Atavillos Bajo",40,746,116
,150604,"Lima, Huaral, distrito: Aucallama",1402,15809,2253
,150605,"Lima, Huaral, distrito: Chancay",5025,46846,5049
,150606,"Lima, Huaral, distrito: Ihuari",140,1814,83
,150607,"Lima, Huaral, distrito: Lampian",17,277,42
,150608,"Lima, Huaral, distrito: Pacaraos",63,860,105
,150609,"Lima, Huaral, distrito: San Miguel de Acos",36,475,137
,150610,"Lima, Huaral, distrito: Santa Cruz de Andamarca",19,604,207
,150611,"Lima, Huaral, distrito: Sumbilca",25,630,65
,150612,"Lima, Huaral, distrito: Veintisiete de Noviembre",18,337,56
,150701,"Lima, Huarochirí, distrito: Matucana",315,3490,253
,150702,"Lima, Huarochirí, distrito: Antioquia",98,995,132
,150703,"Lima, Huarochirí, distrito: Callahuanca",50,668,80
,150704,"Lima, Huarochirí, distrito: Carampoma",23,272,36
,150705,"Lima, Huarochirí, distrito: Chicla",327,2795,704
,150706,"Lima, Huarochirí, distrito: Cuenca",33,375,41
,150707,"Lima, Huarochirí, distrito: Huachupampa",35,443,131
,150708,"Lima, Huarochirí, distrito: Huanza",47,603,225
,150709,"Lima, Huarochirí, distrito: Huarochirí",105,1095,102
,150710,"Lima, Huarochirí, distrito: Lahuaytambo",41,542,33
,150711,"Lima, Huarochirí, distrito: Langa",65,742,82
,150712,"Lima, Huarochirí, distrito: San Pedro de Laraos",28,584,54
,150713,"Lima, Huarochirí, distrito: Mariatana",136,1181,40
,150714,"Lima, Huarochirí, distrito: Ricardo Palma",485,5155,902
,150715,"Lima, Huarochirí, distrito: San Andrés de Tupicocha",155,1149,16
,150716,"Lima, Huarochirí, distrito: San Antonio",44,699,169
,150717,"Lima, Huarochirí, distrito: San Bartolomé",73,946,120
,150718,"Lima, Huarochirí, distrito: San Damian",97,1052,53
,150719,"Lima, Huarochirí, distrito: San Juan de Iris",47,557,95
,150720,"Lima, Huarochirí, distrito: San Juan de Tantaranche",36,322,16
,150721,"Lima, Huarochirí, distrito: San Lorenzo de Quinti",78,1062,83
,150722,"Lima, Huarochirí, distrito: San Mateo",348,3591,306
,150723,"Lima, Huarochirí, distrito: San Mateo de Otao",92,1193,50
,150724,"Lima, Huarochirí, distrito: San Pedro de Casta",44,838,46
,150725,"Lima, Huarochirí, distrito: San Pedro de Huancayre",14,189,7
,150726,"Lima, Huarochirí, distrito: Sangallaya",57,485,88
,150727,"Lima, Huarochirí, distrito: Santa Cruz de Cocachacra",183,1921,382
,150728,"Lima, Huarochirí, distrito: Santa Eulalia",1029,10004,1603
,150729,"Lima, Huarochirí, distrito: Santiago de Anchucaya",17,276,27
,150730,"Lima, Huarochirí, distrito: Santiago de Tuna",23,370,18
,150731,"Lima, Huarochirí, distrito: Santo Domingo de los Olleros",369,2088,668
,150732,"Lima, Huarochirí, distrito: Surco",92,1199,116
,150801,"Lima, Huaura, distrito: Huacho",4793,49971,8378
,150802,"Lima, Huaura, distrito: Ambar",196,1942,70
,150803,"Lima, Huaura, distrito: Caleta de Carquin",575,5835,1722
,150804,"Lima, Huaura, distrito: Checras",42,847,40
,150805,"Lima, Huaura, distrito: Hualmay",2360,22894,3511
,150806,"Lima, Huaura, distrito: Huaura",3170,28010,3584
,150807,"Lima, Huaura, distrito: Leoncio Prado",151,1631,85
,150808,"Lima, Huaura, distrito: Paccho",110,1342,64
,150809,"Lima, Huaura, distrito: Santa Leonor",52,675,48
,150810,"Lima, Huaura, distrito: Santa María",3252,27091,5924
,150811,"Lima, Huaura, distrito: Sayan",2137,18822,2449
,150812,"Lima, Huaura, distrito: Vegueta",2711,19029,4172
,150901,"Lima, Oyón, distrito: Oyón",1055,8971,2124
,150902,"Lima, Oyón, distrito: Andajes",22,477,47
,150903,"Lima, Oyón, distrito: Caujul",57,476,43
,150904,"Lima, Oyón, distrito: Cochamarca",90,961,35
,150905,"Lima, Oyón, distrito: Navan",61,740,54
,150906,"Lima, Oyón, distrito: Pachangara",171,2005,350
,151001,"Lima, Yauyos, distrito: Yauyos",102,1253,126
,151002,"Lima, Yauyos, distrito: Alis",20,682,832
,151003,"Lima, Yauyos, distrito: Allauca",95,942,108
,151004,"Lima, Yauyos, distrito: Ayaviri",32,481,52
,151005,"Lima, Yauyos, distrito: Azangaro",39,374,27
,151006,"Lima, Yauyos, distrito: Cacra",46,416,45
,151007,"Lima, Yauyos, distrito: Carania",14,139,9
,151008,"Lima, Yauyos, distrito: Catahuasi",83,897,82
,151009,"Lima, Yauyos, distrito: Chocos",72,695,34
,151010,"Lima, Yauyos, distrito: Cochas",12,180,24
,151011,"Lima, Yauyos, distrito: Colonia",73,1002,34
,151012,"Lima, Yauyos, distrito: Hongos",26,282,23
,151013,"Lima, Yauyos, distrito: Huampara",4,115,30
,151014,"Lima, Yauyos, distrito: Huancaya",23,428,145
,151015,"Lima, Yauyos, distrito: Huangascar",46,507,84
,151016,"Lima, Yauyos, distrito: Huantan",60,560,321
,151017,"Lima, Yauyos, distrito: Huañec",11,351,70
,151018,"Lima, Yauyos, distrito: Laraos",37,419,90
,151019,"Lima, Yauyos, distrito: Lincha",39,401,7
,151020,"Lima, Yauyos, distrito: Madean",54,491,25
,151021,"Lima, Yauyos, distrito: Miraflores",14,198,17
,151022,"Lima, Yauyos, distrito: Omas",23,528,42
,151023,"Lima, Yauyos, distrito: Putinza",38,414,46
,151024,"Lima, Yauyos, distrito: Quinches",30,558,21
,151025,"Lima, Yauyos, distrito: Quinocay",28,366,34
,151026,"Lima, Yauyos, distrito: San Joaquín",8,140,18
,151027,"Lima, Yauyos, distrito: San Pedro de Pilas",18,244,13
,151028,"Lima, Yauyos, distrito: Tanta",21,461,25
,151029,"Lima, Yauyos, distrito: Tauripampa",13,450,36
,151030,"Lima, Yauyos, distrito: Tomas",36,423,61
,151031,"Lima, Yauyos, distrito: Tupe",52,442,39
,151032,"Lima, Yauyos, distrito: Viñac",133,1416,75
,151033,"Lima, Yauyos, distrito: Vitis",9,276,26
,160101,"Loreto, Maynas, distrito: Iquitos",10165,124977,11711
,160102,"Loreto, Maynas, distrito: Alto Nanay",355,2385,115
,160103,"Loreto, Maynas, distrito: Fernando Lores",1561,11784,530
,160104,"Loreto, Maynas, distrito: Indiana",1338,8251,545
,160105,"Loreto, Maynas, distrito: Las Amazonas",954,6783,295
,160106,"Loreto, Maynas, distrito: Mazan",1651,10088,442
,160107,"Loreto, Maynas, distrito: Napo",1887,12691,425
,160108,"Loreto, Maynas, distrito: Punchana",7945,58814,8451
,160110,"Loreto, Maynas, distrito: Torres Causana",653,3426,151
,160112,"Loreto, Maynas, distrito: Belén",6802,50489,7197
,160113,"Loreto, Maynas, distrito: San Juan Bautista",14257,90994,21754
,160201,"Loreto, Alto Amazonas, distrito: Yurimaguas",9740,64998,8816
,160202,"Loreto, Alto Amazonas, distrito: Balsapuerto",2394,11101,212
,160205,"Loreto, Alto Amazonas, distrito: Jeberos",586,3162,152
,160206,"Loreto, Alto Amazonas, distrito: Lagunas",1531,10023,479
,160210,"Loreto, Alto Amazonas, distrito: Santa Cruz",577,3266,124
,160211,"Loreto, Alto Amazonas, distrito: Teniente Cesar López Rojas",720,4375,469
,160301,"Loreto, Loreto, distrito: Nauta",3709,24220,2034
,160302,"Loreto, Loreto, distrito: Parinari",755,5029,301
,160303,"Loreto, Loreto, distrito: Tigre",965,5313,170
,160304,"Loreto, Loreto, distrito: Trompeteros",1355,6669,372
,160305,"Loreto, Loreto, distrito: Urarinas",1678,9605,262
,160401,"Loreto, Mariscal Ramón Castilla, distrito: Ramón Castilla",2421,15872,885
,160402,"Loreto, Mariscal Ramón Castilla, distrito: Pebas",1440,9255,384
,160403,"Loreto, Mariscal Ramón Castilla, distrito: Yavari",1152,6819,395
,160404,"Loreto, Mariscal Ramón Castilla, distrito: San Pablo",1399,8800,250
,160501,"Loreto, Requena, distrito: Requena",3346,20616,1351
,160502,"Loreto, Requena, distrito: Alto Tapiche",212,1230,73
,160503,"Loreto, Requena, distrito: Capelo",316,2117,133
,160504,"Loreto, Requena, distrito: Emilio San Martín",790,5115,184
,160505,"Loreto, Requena, distrito: Maquia",998,6010,296
,160506,"Loreto, Requena, distrito: Puinahua",577,3680,115
,160507,"Loreto, Requena, distrito: Saquena",417,2810,138
,160508,"Loreto, Requena, distrito: Soplin",96,433,40
,160509,"Loreto, Requena, distrito: Tapiche",110,708,63
,160510,"Loreto, Requena, distrito: Jenaro Herrera",534,3879,195
,160511,"Loreto, Requena, distrito: Yaquerana",261,1598,70
,160601,"Loreto, Ucayali, distrito: Contamana",3021,19187,1675
,160602,"Loreto, Ucayali, distrito: Inahuaya",214,1386,138
,160603,"Loreto, Ucayali, distrito: Padre Márquez",456,3117,124
,160604,"Loreto, Ucayali, distrito: Pampa Hermosa",700,4371,317
,160605,"Loreto, Ucayali, distrito: Sarayacu",1788,11177,499
,160606,"Loreto, Ucayali, distrito: Vargas Guerra",680,5385,402
,160701,"Loreto, Datem del Marañón, distrito: Barranca",1589,9837,1316
,160702,"Loreto, Datem del Marañón, distrito: Cahuapanas",1105,5170,61
,160703,"Loreto, Datem del Marañón, distrito: Manseriche",1315,6634,472
,160704,"Loreto, Datem del Marañón, distrito: Morona",615,3432,144
,160705,"Loreto, Datem del Marañón, distrito: Pastaza",761,4169,148
,160706,"Loreto, Datem del Marañón, distrito: Andoas",2119,9522,73
,160801,"Loreto, Putumayo, distrito: Putumayo",423,2856,387
,160802,"Loreto, Putumayo, distrito: Rosa Panduro",64,412,44
,160803,"Loreto, Putumayo, distrito: Teniente Manuel Clavero",300,1881,136
,160804,"Loreto, Putumayo, distrito: Yaguas",163,960,154
,170101,"Madre de Dios, Tambopata, distrito: Tambopata",7850,62748,11327
,170102,"Madre de Dios, Tambopata, distrito: Inambari",1403,7108,3059
,170103,"Madre de Dios, Tambopata, distrito: Las Piedras",1496,7490,3658
,170104,"Madre de Dios, Tambopata, distrito: Laberinto",579,3877,879
,170201,"Madre de Dios, Manu, distrito: Manu",260,1722,374
,170202,"Madre de Dios, Manu, distrito: Fitzcarrald",230,1048,124
,170203,"Madre de Dios, Manu, distrito: Madre de Dios",721,4096,1400
,170204,"Madre de Dios, Manu, distrito: Huepetuhe",841,5908,1825
,170301,"Madre de Dios, Tahuamanu, distrito: Iñapari",262,1287,842
,170302,"Madre de Dios, Tahuamanu, distrito: Iberia",550,4229,1012
,170303,"Madre de Dios, Tahuamanu, distrito: Tahuamanu",328,1712,825
,180101,"Moquegua, Mariscal Nieto, distrito: Moquegua",5149,52754,7905
,180102,"Moquegua, Mariscal Nieto, distrito: Carumas",94,2119,153
,180103,"Moquegua, Mariscal Nieto, distrito: Cuchumbaya",30,687,44
,180104,"Moquegua, Mariscal Nieto, distrito: Samegua",616,6184,1680
,180105,"Moquegua, Mariscal Nieto, distrito: San Cristóbal",78,1545,113
,180106,"Moquegua, Mariscal Nieto, distrito: Torata",309,4325,1564
,180201,"Moquegua, General Sánchez Cerro, distrito: Omate",252,2487,419
,180202,"Moquegua, General Sánchez Cerro, distrito: Chojata",56,592,60
,180203,"Moquegua, General Sánchez Cerro, distrito: Coalaque",53,816,79
,180204,"Moquegua, General Sánchez Cerro, distrito: Ichuña",209,2467,225
,180205,"Moquegua, General Sánchez Cerro, distrito: La Capilla",33,553,40
,180206,"Moquegua, General Sánchez Cerro, distrito: Lloque",37,494,39
,180207,"Moquegua, General Sánchez Cerro, distrito: Matalaque",18,386,51
,180208,"Moquegua, General Sánchez Cerro, distrito: Puquina",132,2119,125
,180209,"Moquegua, General Sánchez Cerro, distrito: Quinistaquillas",27,439,52
,180210,"Moquegua, General Sánchez Cerro, distrito: Ubinas",87,1528,126
,180211,"Moquegua, General Sánchez Cerro, distrito: Yunga",60,775,29
,180301,"Moquegua, Ilo, distrito: Ilo",4998,55810,5671
,180302,"Moquegua, Ilo, distrito: El Algarrobal",508,2241,968
,180303,"Moquegua, Ilo, distrito: Pacocha",278,3340,835
,190101,"Pasco, Pasco, distrito: Chaupimarca",2425,20908,2294
,190102,"Pasco, Pasco, distrito: Huachon",481,3653,199
,190103,"Pasco, Pasco, distrito: Huariaca",677,5633,615
,190104,"Pasco, Pasco, distrito: Huayllay",684,7311,1582
,190105,"Pasco, Pasco, distrito: Ninacaca",379,3296,202
,190106,"Pasco, Pasco, distrito: Pallanchacra",166,1505,67
,190107,"Pasco, Pasco, distrito: Paucartambo",943,9642,631
,190108,"Pasco, Pasco, distrito: San Francisco de Asís de Yarusyacan",303,3816,340
,190109,"Pasco, Pasco, distrito: Simon Bolívar",1126,10408,1129
,190110,"Pasco, Pasco, distrito: Ticlacayan",298,2861,102
,190111,"Pasco, Pasco, distrito: Tinyahuarco",594,5295,866
,190112,"Pasco, Pasco, distrito: Vicco",269,2471,652
,190113,"Pasco, Pasco, distrito: Yanacancha",2248,23990,2954
,190201,"Pasco, Daniel Alcides Carrión, distrito: Yanahuanca",1024,9536,773
,190202,"Pasco, Daniel Alcides Carrión, distrito: Chacayan",139,1811,56
,190203,"Pasco, Daniel Alcides Carrión, distrito: Goyllarisquizga",111,1400,24
,190204,"Pasco, Daniel Alcides Carrión, distrito: Paucar",123,1575,78
,190205,"Pasco, Daniel Alcides Carrión, distrito: San Pedro de Pillao",93,1241,14
,190206,"Pasco, Daniel Alcides Carrión, distrito: Santa Ana de Tusi",1038,20050,129
,190207,"Pasco, Daniel Alcides Carrión, distrito: Tapuc",167,2123,136
,190208,"Pasco, Daniel Alcides Carrión, distrito: Vilcabamba",149,1718,72
,190301,"Pasco, Oxapampa, distrito: Oxapampa",1290,11780,2607
,190302,"Pasco, Oxapampa, distrito: Chontabamba",461,3947,926
,190303,"Pasco, Oxapampa, distrito: Huancabamba",714,5395,552
,190304,"Pasco, Oxapampa, distrito: Palcazu",812,5768,550
,190305,"Pasco, Oxapampa, distrito: Pozuzo",443,3642,426
,190306,"Pasco, Oxapampa, distrito: Puerto Bermúdez",2187,13931,1131
,190307,"Pasco, Oxapampa, distrito: Villa Rica",1604,13769,1901
,190308,"Pasco, Oxapampa, distrito: Constitución",1669,10180,1785
,200101,"Piura, Piura, distrito: Piura",10502,132216,15777
,200104,"Piura, Piura, distrito: Castilla",14384,124777,21040
,200105,"Piura, Piura, distrito: Catacaos",8120,64615,3135
,200107,"Piura, Piura, distrito: Cura Mori",2026,15968,677
,200108,"Piura, Piura, distrito: El Tallan",662,4525,200
,200109,"Piura, Piura, distrito: La Arena",4380,33549,805
,200110,"Piura, Piura, distrito: La Unión",4865,35365,1512
,200111,"Piura, Piura, distrito: Las Lomas",2627,23201,1119
,200114,"Piura, Piura, distrito: Tambo Grande",11616,93810,2069
,200115,"Piura, Piura, distrito: Veintiseis de Octubre",16218,83049,66512
,200201,"Piura, Ayabaca, distrito: Ayabaca",2836,27133,883
,200202,"Piura, Ayabaca, distrito: Frias",2029,17579,288
,200203,"Piura, Ayabaca, distrito: Jilili",235,2102,68
,200204,"Piura, Ayabaca, distrito: Lagunas",731,4907,96
,200205,"Piura, Ayabaca, distrito: Montero",554,5475,150
,200206,"Piura, Ayabaca, distrito: Pacaipampa",2714,18260,283
,200207,"Piura, Ayabaca, distrito: Paimas",1013,8212,396
,200208,"Piura, Ayabaca, distrito: Sapillica",1345,9049,116
,200209,"Piura, Ayabaca, distrito: Sicchez",110,1463,81
,200210,"Piura, Ayabaca, distrito: Suyo",1089,9624,466
,200301,"Piura, Huancabamba, distrito: Huancabamba",2467,23732,1400
,200302,"Piura, Huancabamba, distrito: Canchaque",616,6282,419
,200303,"Piura, Huancabamba, distrito: El Carmen de la Frontera",1142,9915,129
,200304,"Piura, Huancabamba, distrito: Huarmaca",3978,30984,586
,200305,"Piura, Huancabamba, distrito: Lalaquiz",319,3470,82
,200306,"Piura, Huancabamba, distrito: San Miguel de El Faique",913,7487,278
,200307,"Piura, Huancabamba, distrito: Sondor",739,6150,251
,200308,"Piura, Huancabamba, distrito: Sondorillo",1117,8668,377
,200401,"Piura, Morropón, distrito: Chulucanas",8183,70871,3467
,200402,"Piura, Morropón, distrito: Buenos Aires",811,7873,726
,200403,"Piura, Morropón, distrito: Chalaco",673,6845,271
,200404,"Piura, Morropón, distrito: La Matanza",1501,11891,605
,200405,"Piura, Morropón, distrito: Morropón",1301,12946,992
,200406,"Piura, Morropón, distrito: Salitral",808,7105,614
,200407,"Piura, Morropón, distrito: San Juan de Bigote",576,5571,286
,200408,"Piura, Morropón, distrito: Santa Catalina de Mossa",281,3133,236
,200409,"Piura, Morropón, distrito: Santo Domingo",353,5362,245
,200410,"Piura, Morropón, distrito: Yamango",739,7579,183
,200501,"Piura, Paita, distrito: Paita",9751,73337,4891
,200502,"Piura, Paita, distrito: Amotape",228,2056,129
,200503,"Piura, Paita, distrito: Arenal",93,973,70
,200504,"Piura, Paita, distrito: Colan",1614,12450,805
,200505,"Piura, Paita, distrito: La Huaca",1278,11170,502
,200506,"Piura, Paita, distrito: Tamarindo",475,4173,275
,200507,"Piura, Paita, distrito: Vichayal",689,4716,217
,200601,"Piura, Sullana, distrito: Sullana",15022,144815,9498
,200602,"Piura, Sullana, distrito: Bellavista",3267,32388,1875
,200603,"Piura, Sullana, distrito: Ignacio Escudero",1852,17838,733
,200604,"Piura, Sullana, distrito: Lancones",1078,10821,220
,200605,"Piura, Sullana, distrito: Marcavelica",2738,25728,1103
,200606,"Piura, Sullana, distrito: Miguel Checa",907,7681,448
,200607,"Piura, Sullana, distrito: Querecotillo",2518,22881,996
,200608,"Piura, Sullana, distrito: Salitral",588,6106,353
,200701,"Piura, Talara, distrito: Pariñas",8865,82012,7432
,200702,"Piura, Talara, distrito: El Alto",784,6978,554
,200703,"Piura, Talara, distrito: La Brea",1052,10702,732
,200704,"Piura, Talara, distrito: Lobitos",128,968,216
,200705,"Piura, Talara, distrito: Los Organos",972,8552,1175
,200706,"Piura, Talara, distrito: Mancora",1250,10232,1546
,200801,"Piura, Sechura, distrito: Sechura",5810,36074,2706
,200802,"Piura, Sechura, distrito: Bellavista de la Unión",536,4045,217
,200803,"Piura, Sechura, distrito: Bernal",784,5778,293
,200804,"Piura, Sechura, distrito: Cristo Nos Valga",514,3501,285
,200805,"Piura, Sechura, distrito: Vice",2083,13163,384
,200806,"Piura, Sechura, distrito: Rinconada Llicuar",331,2536,137
,210101,"Puno, Puno, distrito: Puno",9655,112097,13536
,210102,"Puno, Puno, distrito: Acora",1393,21084,484
,210103,"Puno, Puno, distrito: Amantani",248,3142,62
,210104,"Puno, Puno, distrito: Atuncolla",409,4049,97
,210105,"Puno, Puno, distrito: Capachica",445,6876,219
,210106,"Puno, Puno, distrito: Chucuito",447,6350,222
,210107,"Puno, Puno, distrito: Coata",608,5924,56
,210108,"Puno, Puno, distrito: Huata",269,2784,102
,210109,"Puno, Puno, distrito: Mañazo",423,4502,219
,210110,"Puno, Puno, distrito: Paucarcolla",292,3837,95
,210111,"Puno, Puno, distrito: Pichacani",401,5101,177
,210112,"Puno, Puno, distrito: Plateria",453,6546,122
,210113,"Puno, Puno, distrito: San Antonio",190,2203,20
,210114,"Puno, Puno, distrito: Tiquillaca",103,1414,77
,210115,"Puno, Puno, distrito: Vilque",235,2462,64
,210201,"Puno, Azángaro, distrito: Azángaro",2801,25709,1560
,210202,"Puno, Azángaro, distrito: Achaya",213,2584,29
,210203,"Puno, Azángaro, distrito: Arapa",517,6354,149
,210204,"Puno, Azángaro, distrito: Asillo",1131,13098,255
,210205,"Puno, Azángaro, distrito: Caminaca",222,2657,52
,210206,"Puno, Azángaro, distrito: Chupa",422,5966,87
,210207,"Puno, Azángaro, distrito: José Domingo Choquehuanca",363,3855,244
,210208,"Puno, Azángaro, distrito: Muñani",586,5758,101
,210209,"Puno, Azángaro, distrito: Potoni",349,3535,55
,210210,"Puno, Azángaro, distrito: Saman",734,8800,111
,210211,"Puno, Azángaro, distrito: San Anton",661,6420,217
,210212,"Puno, Azángaro, distrito: San José",317,4436,65
,210213,"Puno, Azángaro, distrito: San Juan de Salinas",207,2592,42
,210214,"Puno, Azángaro, distrito: Santiago de Pupuja",288,3985,134
,210215,"Puno, Azángaro, distrito: Tirapata",259,2386,86
,210301,"Puno, Carabaya, distrito: Macusani",1248,10428,988
,210302,"Puno, Carabaya, distrito: Ajoyani",167,1818,153
,210303,"Puno, Carabaya, distrito: Ayapata",630,8407,262
,210304,"Puno, Carabaya, distrito: Coasa",567,5772,94
,210305,"Puno, Carabaya, distrito: Corani",494,3637,109
,210306,"Puno, Carabaya, distrito: Crucero",835,7946,327
,210307,"Puno, Carabaya, distrito: Ituata",527,6845,154
,210308,"Puno, Carabaya, distrito: Ollachea",728,5029,333
,210309,"Puno, Carabaya, distrito: San Gaban",552,5615,665
,210310,"Puno, Carabaya, distrito: Usicayos",664,8205,123
,210401,"Puno, Chucuito, distrito: Juli",1358,17803,612
,210402,"Puno, Chucuito, distrito: Desaguadero",1075,11464,1248
,210403,"Puno, Chucuito, distrito: Huacullani",527,8361,349
,210404,"Puno, Chucuito, distrito: Kelluyo",523,6726,97
,210405,"Puno, Chucuito, distrito: Pisacoma",341,7795,87
,210406,"Puno, Chucuito, distrito: Pomata",866,12506,335
,210407,"Puno, Chucuito, distrito: Zepita",1282,15469,178
,210501,"Puno, El Collao, distrito: Ilave",2887,41449,1682
,210502,"Puno, El Collao, distrito: Capazo",56,1043,31
,210503,"Puno, El Collao, distrito: Pilcuyo",517,10022,133
,210504,"Puno, El Collao, distrito: Santa Rosa",245,3056,228
,210505,"Puno, El Collao, distrito: Conduriri",175,2304,50
,210601,"Puno, Huancané, distrito: Huancané",1239,16641,862
,210602,"Puno, Huancané, distrito: Cojata",321,3326,117
,210603,"Puno, Huancané, distrito: Huatasani",230,2756,97
,210604,"Puno, Huancané, distrito: Inchupalla",150,2367,125
,210605,"Puno, Huancané, distrito: Pusi",347,4483,107
,210606,"Puno, Huancané, distrito: Rosaspata",234,3763,82
,210607,"Puno, Huancané, distrito: Taraco",940,11975,278
,210608,"Puno, Huancané, distrito: Vilque Chico",323,6750,138
,210701,"Puno, Lampa, distrito: Lampa",885,9753,568
,210702,"Puno, Lampa, distrito: Cabanilla",442,4768,142
,210703,"Puno, Lampa, distrito: Calapuja",160,1340,85
,210704,"Puno, Lampa, distrito: Nicasio",202,2099,59
,210705,"Puno, Lampa, distrito: Ocuviri",148,1727,362
,210706,"Puno, Lampa, distrito: Palca",155,1606,56
,210707,"Puno, Lampa, distrito: Paratia",220,2413,99
,210708,"Puno, Lampa, distrito: Pucara",378,4808,120
,210709,"Puno, Lampa, distrito: Santa Lucia",694,5767,567
,210710,"Puno, Lampa, distrito: Vilavila",119,1066,48
,210801,"Puno, Melgar, distrito: Ayaviri",1818,20401,2233
,210802,"Puno, Melgar, distrito: Antauta",398,4034,927
,210803,"Puno, Melgar, distrito: Cupi",156,1741,89
,210804,"Puno, Melgar, distrito: Llalli",214,2220,98
,210805,"Puno, Melgar, distrito: Macari",528,6233,186
,210806,"Puno, Melgar, distrito: Nuñoa",618,7523,309
,210807,"Puno, Melgar, distrito: Orurillo",562,6938,151
,210808,"Puno, Melgar, distrito: Santa Rosa",454,5461,282
,210809,"Puno, Melgar, distrito: Umachiri",269,3038,257
,210901,"Puno, Moho  , distrito: Moho",588,10696,234
,210902,"Puno, Moho  , distrito: Conima",154,2913,84
,210903,"Puno, Moho  , distrito: Huayrapata",157,2422,34
,210904,"Puno, Moho  , distrito: Tilali",130,2288,53
,211001,"Puno, San Antonio de Putina, distrito: Putina",1217,12925,611
,211002,"Puno, San Antonio de Putina, distrito: Ananea",669,8156,3790
,211003,"Puno, San Antonio de Putina, distrito: Pedro Vilca Apaza",125,1742,42
,211004,"Puno, San Antonio de Putina, distrito: Quilcapuncu",459,4589,139
,211005,"Puno, San Antonio de Putina, distrito: Sina",160,1347,142
,211101,"Puno, San Román, distrito: Juliaca",19608,184252,24866
,211102,"Puno, San Román, distrito: Cabana",369,4333,141
,211103,"Puno, San Román, distrito: Cabanillas",381,3915,271
,211104,"Puno, San Román, distrito: Caracoto",551,5741,526
,211105,"Puno, San Román, distrito: San Miguel",5697,15496,41270
,211201,"Puno, Sandia, distrito: Sandia",781,9111,374
,211202,"Puno, Sandia, distrito: Cuyocuyo",405,4500,119
